Geneid	4N_ZFP821_WT_RNA_seq_rep1	4N_ZFP821_WT_RNA_seq_rep2	4N_ZFP821_KO_RNA_seq_rep1	4N_ZFP821_KO_RNA_seq_rep2
Ybx2	52273	56511	93861	79654
Eif5a	16453	17536	24095	21735
Gps2	3444	3650	5491	4737
Neurl4	7683	7976	9219	8053
2810408A11Rik	595	670	1068	956
LOC115489380	0	0	0	0
Gm45960	3	1	4	1
Gm30422	5	3	8	8
Gm13090	2	4	7	9
Camta1	1271	1368	1875	1750
Vamp3	4167	4366	4809	4156
Gm38529	268	270	370	361
Per3	585	719	1175	1105
Uts2	0	0	0	0
Gm30120	19	18	36	37
Gm23405	0	0	0	0
Tnfrsf9	37	25	54	34
Park7	1828	1958	3093	2767
Errfi1	718	770	1108	1160
Rps15a-ps3	1	0	2	6
1700045H11Rik	47	47	75	61
Gm42356	36	27	32	31
Gm51276	0	0	0	0
Gm36806	0	0	0	0
Gm36600	2	1	1	0
Slc45a1	7	8	13	8
Gm13092	2	0	6	5
Rere	2711	2823	3851	3948
Eno1	10063	10336	13353	11553
Car6	0	4	2	1
Gm52492	0	0	0	0
Slc2a7	1	2	6	2
Slc2a5	26478	27783	32124	31178
Gpr157	16	23	48	45
Mir34a	0	0	0	0
Gm13067	11	13	33	36
H6pd	65	67	164	178
Gm13070	1	1	5	1
Spsb1	263	268	329	294
LOC115486405	0	0	0	0
Slc25a33	1692	1769	2077	2062
Tmem201	1029	1146	1634	1927
Pik3cd	4432	4698	5332	5447
Gm13073	0	0	0	0
Mir7023	0	0	0	0
Clstn1	536	524	1308	1220
Mir5616	1	0	0	1
Ctnnbip1	154	116	190	257
Gm24381	0	0	0	1
Lzic	1246	1380	1742	1840
Tmem274	10	25	17	29
Nmnat1	577	589	722	758
Rbp7	16	14	31	23
Ube4bos3	52	45	30	44
Ube4b	3149	3154	3995	4121
Kif1b	3721	3917	4982	4946
Pgd	990	1056	1717	1718
Rpsa-ps12	6	3	6	7
Cenps	567	561	885	701
Cort	20	18	20	18
Dffa	437	439	590	533
Gm46722	3	8	4	3
Gm9506	0	0	0	1
LOC115486442	0	0	0	0
Pex14	1643	1788	2504	2338
Gm17029	4	4	2	1
Gm13205	544	554	670	634
Gm42352	0	0	4	1
Casz1	1394	1473	1651	1635
Gm42350	1	0	0	2
Gm32897	0	0	0	0
LOC115489366	0	0	0	0
Gm572	3	1	15	4
Tardbp	5517	5782	5451	5330
Masp2	1	4	6	10
Srm	278	334	427	446
Exosc10	6445	6830	8280	7933
Gm23318	5	6	0	3
Gm24002	0	1	0	2
Angptl7	0	2	0	0
Mtor	21366	22835	24311	23404
Gm23303	9	7	17	8
Ubiad1	867	896	1156	1010
LOC100862468	0	0	0	0
Disp3	36	56	102	169
Fbxo2	82	85	72	90
Fbxo44	649	642	762	724
Mir7022	0	0	0	0
Fbxo6	224	227	392	403
Mad2l2	10770	11466	12360	10579
LOC105247298	0	0	0	0
Draxin	9	13	11	24
LOC102641064	0	0	0	0
Agtrap	1102	1153	1543	1383
Chchd2-ps	135	159	183	164
Gm13201	3027	3225	4887	4383
Mthfr	3300	3550	5109	4386
Clcn6	995	1007	1484	1466
Nppa	0	1	0	0
Nppb	1	2	5	1
2510039O18Rik	2386	2468	3572	3264
Plod1	548	585	1319	1530
Mfn2	20731	21707	22247	21796
Fv1	25	44	47	97
Miip	1628	1913	2594	2401
Mir692-2	0	0	0	0
Zfp933	219	254	195	228
Rps19-ps3	13	14	15	26
LOC108168706	0	0	0	0
Zfp984	75	89	56	72
LOC100862465	0	0	0	0
Gm13137	0	0	0	0
LOC105247296	0	0	0	0
Zfp534	9	4	10	13
LOC100862464	0	0	0	0
Gm13036	3	2	0	0
LOC102641050	0	0	0	0
LOC105242452	0	0	0	0
LOC105247297	0	0	0	0
LOC115486443	0	0	0	0
Zfp979	433	529	430	398
LOC115489364	0	0	0	0
Zfp985	6	2	4	8
Rex2	3	1	4	5
4933438K21Rik	63	51	37	46
LOC115486403	0	0	0	0
Zfp987	0	0	1	0
Gm13035	0	0	0	0
LOC100862470	0	0	0	0
Clic4	6879	7391	8314	7426
Runx3	524	512	740	940
Gm16225	0	0	0	0
Gm42327	0	0	0	0
Gm42320	0	3	6	0
Gm831	0	0	0	2
Gm35779	0	0	0	0
Gm46723	0	0	0	0
Gm35634	0	0	0	0
Gm25261	0	0	0	0
Gm42318	5	6	5	1
A930031H19Rik	0	0	0	0
LOC108168713	119	92	108	113
Matn1	0	0	0	2
Laptm5	5	6	12	21
Gm38599	6	1	4	12
Gm35294	1	2	0	0
Gm22660	0	0	0	1
Gm42316	1	5	0	0
Sdc3	52	70	94	86
Gm12972	4	3	11	7
Gm23711	4	6	5	15
Gm24091	0	3	6	19
Snord85	4	5	7	11
Gm52489	102	141	166	168
Pum1	7535	7884	7039	7255
Gm35074	2	0	1	3
Zcchc17	306	312	509	531
Fabp3	59	83	130	52
Gm10570	0	5	5	3
Gm34957	0	0	1	2
Serinc2	34	38	62	47
Gm46724	0	0	0	0
Ldc1	0	0	1	0
Gm52490	0	0	0	0
Tinagl1	22	18	10	24
Gm40259	3	0	3	0
Hcrtr1	3	4	7	6
Pef1	1970	2201	3207	2702
Gm40258	24	44	44	33
Col16a1	2087	2266	3696	3300
LOC115489374	0	0	0	0
Gm12963	4	5	2	2
Adgrb2	118	101	170	321
1700003M07Rik	15	24	23	24
Spocd1	274	291	378	420
E330017L17Rik	0	1	3	0
Gm12966	17	14	26	44
Gm23845	0	0	0	0
Ptp4a2	3354	3632	3710	4102
Gm12967	0	0	0	0
Khdrbs1	5049	5130	5861	6039
Mir7016	3	2	3	0
Tmem39b	3930	4073	4233	4059
Kpna6	7080	7727	9643	9545
Txlna	1460	1596	2820	2662
Gm34305	39	48	69	75
Ccdc28b	44	40	66	43
Iqcc	1324	1406	1936	1534
Dcdc2b	599	645	911	730
Tmem234	1679	1824	2486	2077
Eif3i	3126	3560	4737	4337
Fam167b	0	0	0	0
Mir8119	0	0	0	0
Lck	86	107	113	118
Hdac1	6628	7401	10243	9807
Marcksl1	841	988	2133	3290
Fam229a	560	580	655	660
Tssk3	469	485	583	592
Bsdc1	1675	1822	2394	2380
Gm24621	0	0	0	0
Zbtb8b	27	19	26	39
C330020E22Rik	139	169	134	150
Zbtb8a	481	501	757	545
Zbtb8os	938	1000	1242	1179
Rbbp4	11626	12524	13934	13081
Sync	9	14	24	30
Gm12976	2	2	8	2
C77080	55	65	147	225
Yars	1229	1329	2050	1763
S100pbp	2122	2371	3089	3049
Fndc5	34	43	71	52
Hpca	9	6	12	10
Tmem54	0	1	1	0
Rnf19b	21979	22973	22908	22146
1700086P04Rik	639	713	769	706
Ak2	4648	4754	6133	5520
Gm15904	23	28	23	24
Azin2	614	682	1332	1325
LOC115489376	2	0	0	1
Gm33901	0	0	0	0
Trim62	66	70	122	151
Gm33760	0	4	2	4
Gm12969	0	0	0	0
LOC115489372	0	0	0	0
Zfp362	117	112	223	244
A3galt2	6	2	12	8
Gm33712	9	9	17	32
Phc2	1355	1431	2337	2266
Tlr12	0	0	0	0
Zscan20	1751	1893	3139	2755
Csmd2	427	477	553	539
Ntng1	12	10	11	8
Vav3	63	71	76	107
Gm13865	0	0	0	0
Slc25a24	274	295	301	310
Gm19391	0	0	1	0
Magi3	2300	2546	2801	2992
Phtf1	6391	7041	7262	7205
Phtf1os	103	138	139	146
Rsbn1	3517	3804	3340	3866
Ptpn22	13	18	19	22
Bcl2l15	78	88	83	89
Ap4b1	2577	2903	3496	3241
Gm15471	2	4	6	3
Dclre1b	295	326	414	370
Gm15886	40	52	39	43
Hipk1	3596	3683	3536	3485
Olfml3	19	20	38	35
Atg4a-ps	0	0	0	0
Syt6	0	0	1	0
Cd2	4	5	5	2
Tpt1-ps1	1	0	0	0
Gm12486	1	0	0	0
Ptgfrn	43	59	102	148
Cd101	1	0	1	0
Ttf2	557	615	1040	1038
Trim45	638	644	779	734
Gm40108	0	0	0	0
Gm32720	0	0	0	0
Gm40107	4	0	0	1
Gm43464	1	0	0	5
Man1a2	4925	5377	5497	5786
Gm40106	4	0	3	4
Gm12474	19	35	38	41
Tent5c	5737	5994	7048	7806
Gm38530	10	13	21	22
4930406D18Rik	60	73	97	120
Gm32471	20	17	20	19
Spag17	17072	18381	14740	15466
LOC102641048	0	0	0	0
Gm2229	0	0	0	0
Spata5	6455	7146	8793	8987
Nudt6	134	170	198	194
Fgf2	78	77	61	67
Gm12540	0	0	2	3
Bbs12	143	188	158	188
Cetn4	6676	7357	6128	6229
Il21	7	11	4	8
Gm12532	99	115	110	95
Il2	1	0	1	0
Gm12583	18	25	40	55
Gm12582	48	38	57	85
Adad1	8262	8770	6735	7555
C4bp	1	0	1	1
Gm23623	1	1	1	0
Zp3r	863	930	663	856
Gm16083	216	196	255	220
Cd55	367	420	327	355
Cd55os	297	302	309	272
Cd55b	4213	4396	4782	4766
Gm8840	0	0	0	1
Gm25542	0	0	0	0
Erbb4	15	21	23	17
Kif22-ps	0	0	0	0
Gm26342	0	0	0	0
LOC115486404	0	0	0	0
Cps1	31	23	12	26
Lancl1	13604	14337	16442	15231
Gm15826	0	1	0	0
Myl1	6	3	5	7
Gm25832	0	0	0	0
Acadl	70	80	146	172
Gm15789	10	6	8	22
Kansl1l	3663	3863	3600	3533
Rpe	557	644	810	845
Gm39655	0	0	1	0
Unc80	223	247	171	174
Gm25411	0	0	0	2
Gm24729	0	0	3	0
Map2	425	484	453	498
Gm8812	0	0	0	0
Gm8809	0	0	1	0
Crygf	0	0	0	0
Gm22281	0	0	0	0
Adam23	52	59	74	106
Gm35393	0	0	0	0
Pard3bos1	8	10	10	3
Rpl17-ps1	0	0	0	0
Icos	7	4	8	13
Gm11582	0	0	1	2
Gm34649	418	384	446	407
LOC105247302	0	0	0	0
Ctla4	0	1	0	0
Rpl18-ps1	4	2	3	6
Gm11581	0	0	0	0
Gm11609	0	0	1	1
2310016D23Rik	0	0	0	0
Cd28	0	0	0	0
Ssty2	0	0	0	0
Gm28840	0	0	0	0
Srsy	0	0	0	0
Gm20738	5	2	3	0
Vmn2r-ps143	0	0	0	0
Gm20736	0	0	1	0
Gm5970	0	0	0	1
Gm4951	0	1	0	4
Gm6960	5	10	14	12
BC023105	0	4	0	0
Smim3	40	27	48	45
Cnot8	769	710	852	844
Gm33350	7	7	14	12
Gemin5	7260	7870	10729	9813
Mrpl22	813	847	943	909
Gm12250	0	2	5	10
Igtp	1	1	13	12
Irgm2	2	3	8	8
Gm5038	3	2	1	2
Gm51898	0	6	1	5
4930438A08Rik	40	60	50	44
LOC115485831	22	8	16	34
Snord96a	10	7	17	25
Snord95	3	3	12	11
Rack1	5955	6161	7575	7263
Trim41	4646	4969	6275	6196
n-TVcac7	14	7	8	17
n-TGacc1	30	42	87	87
n-TKctt10	0	2	4	2
n-TAtgc9	0	0	0	0
Trim7	25	33	51	33
n-TTtgt2	1	0	1	3
n-TPtgg4	0	0	0	0
n-TVaac7	1	0	0	0
n-TLaag6	3	5	2	4
Irgm1	1	13	9	10
LOC108168690	0	0	0	0
Gm5431	0	0	0	0
Tgtp2	1	0	1	3
LOC105247308	0	0	0	0
Gm12187	0	0	0	0
Gm12185	0	0	0	0
Ifi47	1	1	4	0
Olfr1396	0	0	0	0
Olfr56	0	0	0	0
Ighg2c	0	0	0	0
LOC115488076	0	0	0	0
Ighg2b	0	0	0	0
Ighg1	0	0	0	0
Hbb-b2	0	0	0	0
Hbb-b1	0	0	0	0
Gm15115	0	0	0	0
Hbb-bh2	0	0	0	0
Hbb-bh1	0	0	0	0
Hbb-bh0	0	0	0	0
Hbb-y	0	0	0	0
Orly	1	1	4	6
LOC665918	0	0	0	0
LOC108168689	0	0	0	0
Ssty1	0	0	0	0
Gm20831	0	0	0	0
Naip5	1	1	2	0
Naip1-rs1	0	0	0	0
Gm18413	0	0	0	0
Naip2	4	9	19	8
Gm9613	0	1	0	8
Gm32362	0	0	0	0
Gm32252	0	0	0	0
H2-Q9	0	0	0	0
LOC100862474	0	0	0	0
H2-D4	0	0	0	0
LOC105243595	0	0	0	0
LOC102641034	0	0	0	0
H2-Q5	5	7	11	9
H2-Q8	0	0	0	0
Gm24389	0	0	0	0
Btnl6	0	0	0	0
Gm15331	0	0	0	0
Gm20506	5	3	4	4
H2-Pa	0	0	0	0
Gm7326	0	0	1	0
Gm31082	3	4	4	1
AA388235	0	2	1	0
Smim40-ps	0	0	0	0
Gm52317	0	0	0	0
Gm35369	180	175	274	289
Tbx1	344	408	682	803
Gnb1l	1133	1249	1753	1639
Txnrd2	74	101	118	172
Comt	75	87	142	196
Gm15764	2	5	6	12
Rnase13	2	3	1	0
Tppp2	231	260	485	471
Ndrg2	26	22	31	49
Slc39a2	4	15	9	6
Mettl17	530	582	634	533
LOC115487882	0	0	0	0
Mapt	22	15	41	33
Kansl1	3851	4094	4761	4925
Vmn1r54	0	0	0	0
Vmn1r-ps34	0	0	0	0
Gm4287	2	0	1	1
Vmn1r53	0	0	0	0
V1ra8	0	0	0	0
Vmn1r52	0	0	0	0
Vmn1r-ps32	0	0	0	0
Vmn1r51	0	0	0	1
Vmn1r50	0	0	1	0
Loxl3	26	21	46	46
Dok1	15	15	51	61
Gm19287	2	4	7	3
M1ap	777	800	2136	1541
Sema4f	143	144	333	343
Gm6312	0	0	0	0
2310069B03Rik	2	0	1	0
Gm32591	0	0	0	0
Gm38843	0	0	0	0
Hk2	217	266	295	470
Olfr269-ps1	0	0	0	0
Olfr159	0	0	0	0
Olfr29-ps1	1	0	0	0
Olfr156	1	0	0	0
Gm30318	0	0	0	0
Olfr157	0	0	0	1
Olfr155	0	0	0	0
Mndal	1	5	2	6
Ifi202b	1	5	5	1
Ifi205	1	3	0	1
Olfr433	0	0	0	0
Olfr432	0	0	0	0
Ifi207	2	5	5	2
Ifi204	7	14	4	6
Ifi203	59	60	42	50
LOC102641031	0	0	0	0
LOC100044068	0	0	0	0
LOC100862473	0	0	0	0
Xlr5a	32	25	69	89
Xlr3a	40	35	64	88
Gm14685	0	0	0	1
Xlr4a	55	68	149	144
Pnma3	0	0	2	2
Gm6858	0	0	0	0
LOC108167389	0	0	0	0
Pnma5	175	158	360	494
Zfp185	153	164	242	273
Gm24763	0	0	0	0
Tenm1	1	4	0	0
Dscam	83	56	60	82
Sh3bgr	3	1	3	3
Lca5l	6976	7515	8261	8458
Get1	1591	1674	1764	1597
Hmgn1	1435	1339	2117	2931
Brwd1	4331	4710	4749	5543
Psmg1	1171	1222	1724	1374
Gm41508	0	0	0	0
1600002D24Rik	0	0	1	0
Ets2	25	33	46	46
Gm31989	1	2	7	2
Gm31901	0	0	0	0
Gm31845	0	0	0	0
Erg	66	38	81	151
Kcnj15	1	3	1	5
Gm31754	0	0	0	0
Gm31641	0	0	0	0
Gm49641	0	0	0	0
Kcnj6	144	123	116	164
Gm41504	0	0	0	0
Dyrk1a	1991	2212	2366	2677
Vps26c	1137	1188	1546	1337
Gm31323	56	79	104	99
Gm23692	4	4	0	3
Ttc3	3047	3244	4848	5274
Pigp	523	572	773	639
LOC102641027	0	0	0	0
Gm31259	5	2	3	7
Ripply3	1	1	0	3
Gm6363	0	1	0	0
LOC115489322	0	0	0	0
Gm41502	0	0	0	0
Hlcs	215	199	303	381
Sim2	2	2	1	1
Iglc1	0	0	0	0
Gm10088	1	0	2	0
Gm18747	0	0	0	0
Gm15798	6	6	12	10
Hira	741	811	1164	1096
Gm41429	12	24	51	36
Rps2-ps7	37	38	71	65
Septin5	3818	3910	3977	3445
Gp1bb	14	15	47	29
4930588K23Rik	96	81	175	193
Arvcf	349	359	728	898
Mir185	0	0	0	0
Tango2	574	553	743	682
Gm24572	0	0	0	0
Mir1306	0	0	0	0
Dgcr8	1905	2206	2744	2538
Trmt2a	1603	1682	2243	2054
Gm25777	11	9	7	15
Ranbp1	2541	2652	3688	3477
Zdhhc8	157	151	209	325
Ccdc188	220	218	211	289
4933432I09Rik	70	68	78	73
Fam83f	26	13	48	69
Mir6957	0	0	0	0
Grap2	35	46	41	30
Enthd1	3446	3626	4157	3703
LOC115488227	1	4	7	1
Lrrc70	40	49	48	43
Ipo11-lrrc70	0	0	0	0
Ipo11	2540	2686	2322	2460
Olfr323	2	1	0	1
Trim58	1	0	0	0
Gm22599	0	0	0	0
Olfr322	0	0	0	0
Olfr320	0	0	0	0
Gm12570	0	0	0	0
Olfr319	0	0	0	0
Olfr318	0	0	0	0
Olfr317	2	0	5	2
Olfr316	111	113	72	89
Olfr315	0	0	0	0
Olfr314	0	0	0	0
Large1	585	615	791	849
Gm50494	131	148	95	125
Frg1	670	741	1316	1317
Asah1	131	179	220	237
LOC115489321	0	0	0	0
Pcm1	15075	16431	12795	13426
Stard13	492	537	548	699
Gm8675	0	1	3	3
Kl	267	310	280	289
Pramel30	0	0	0	0
Gm13120	0	0	0	0
Pramel5	0	0	0	0
Pramel29	0	0	0	0
Oog2	0	0	0	0
Gm7871	0	0	0	0
Gm19461	4	3	9	5
Plekha6	834	938	937	1147
Golt1a	0	1	0	0
Kiss1	5	0	1	2
Ren2	0	0	0	0
Ren1	3	0	6	3
Etnk2	68	68	120	79
Sox13	19	45	92	81
Gm19072	0	2	2	0
Sgpp2	2085	2214	1975	1770
Farsb	3075	3301	3361	3358
Mogat1	2	2	2	1
Gm39665	0	1	3	1
LOC115489320	0	0	0	0
5730419F03Rik	0	0	0	0
Utp14b	1107	1167	1512	1609
Gm51635	8	5	4	8
Acsl3	2996	3321	2980	2953
Olfr707	0	0	0	0
Olfr1532-ps1	0	0	0	0
Olfr709-ps1	0	0	0	0
Gm9159	0	0	0	0
Ftx	19	22	41	54
Zcchc13	132	133	124	95
Rpl32p	0	0	0	0
Gm53059	0	5	2	0
Gm6222	0	1	3	2
Slc16a2	4	7	2	17
Xlr3b	48	44	97	117
F8a	29	23	74	89
LOC108168692	0	0	0	0
Xlr4b	36	37	61	94
Xlr4c	41	48	85	96
Xlr3c	89	72	162	213
Mir452	0	0	1	0
Mir224	0	0	0	0
Gabre	6	9	15	18
Magea4	29	20	72	112
Gm39519	7	10	23	36
LOC100526691	0	0	0	0
LOC383940	0	0	0	0
LOC115489341	0	0	0	0
Olfr100	0	0	0	0
LOC115489340	0	0	0	0
H2-M6-ps	2	0	2	1
LOC105247312	0	0	0	0
H2-M10.5-ps1	0	0	0	0
LOC102641004	0	0	0	0
Gm10074	6	6	11	8
LOC102641009	0	0	0	0
LOC102641008	0	0	0	0
LOC101056256	0	0	0	0
LOC115486441	0	0	0	0
LOC105247314	0	0	0	0
LOC102641007	0	0	0	0
Gm10499	1	0	0	0
Gm7030	0	0	0	0
H2-T10	1	0	0	1
BC023719	0	0	0	1
H2-T-ps	0	0	1	0
Mrpl40	546	617	1163	933
2510002D24Rik	165	176	224	182
Ufd1	1127	1148	1379	1376
Gm52240	11	19	6	8
Cdc45	1918	2085	2620	2351
Cldn5	42	26	22	62
Gm41428	69	77	97	101
Gm34679	0	0	0	0
Mir6366	0	0	0	0
Rtn4r	1	0	1	3
Gm52241	0	0	0	0
Prodh	35	38	76	113
Dgcr6	3380	3653	5796	5149
Vpreb2	0	0	0	0
Gm41427	3	1	9	8
Slc25a1	1592	1586	2042	1825
Gsc2	86	76	171	173
Ess2	883	971	1480	1341
Tssk2	1354	1544	1680	1710
Tssk1	1339	1426	1642	1648
Dgcr2	1898	2026	2868	2946
Car15	43	46	80	114
B830017H08Rik	27	35	40	26
Zfp520-ps	2	2	1	4
Scarf2	176	198	533	436
Klhl22	316	393	548	549
Trac	0	0	0	0
Trdc	0	0	0	0
LOC115489338	0	0	0	0
LOC654426	0	0	0	0
Gm30392	1	1	3	4
Trav18	0	0	0	0
Trav14d-3-dv8	0	0	0	0
Gm30214	0	0	0	0
Trav7d-6	0	0	0	0
Trav4d-4	0	0	0	0
Trav9d-4	0	0	0	0
Trav3d-3	0	0	0	0
Trav14d-2	0	0	0	0
Trav12d-3	0	0	0	0
Trav9d-3	0	0	0	0
Trav14d-1	0	0	0	0
Trav12d-1	0	0	0	0
Trav9d-1	0	0	0	0
LOC115489328	0	0	0	0
LOC115489336	0	0	0	0
LOC115489337	0	0	0	0
LOC115489331	0	0	0	0
LOC115489327	0	0	0	0
LOC115489326	0	0	0	0
LOC115489335	0	0	0	0
LOC115489332	0	0	0	0
LOC115489333	0	0	0	0
LOC115489334	0	0	0	0
LOC115486440	0	0	0	0
Gm5408	0	0	0	0
Trav3-1	0	0	0	0
LOC115489330	0	0	0	0
Olfr1507	1	0	0	0
Olfr1508	0	0	0	0
Olfr1509	0	0	0	0
LOC115489329	0	0	0	0
Ps-modr4	0	0	0	0
Olfr1510	0	0	0	0
LOC115489325	0	0	0	0
Olfr1511	1	0	0	0
Olfr1512	0	0	0	0
Gm4742	0	0	0	1
Smn1	741	819	1005	890
Serf1	8922	9089	12479	10868
Bdp1	1183	1278	1483	1775
Ighv6-7	0	0	0	0
Ighv6-6	0	0	0	0
Ighv6-4	0	0	0	0
Ighv6-3	0	0	0	0
Ighv13-1	0	0	0	0
Gm18551	0	0	0	0
Ighv3-5	0	0	0	0
Ighv7-3	0	0	0	0
Vhvgam3.8.a4.102	0	0	0	0
LOC630331	0	0	0	0
Ighv9-1	0	0	0	0
Ighv14-3	0	0	0	0
Ighv14-2	0	0	0	0
Ighv14-1	0	0	0	0
Ighv7-1	0	0	0	0
Ighv5-17	0	0	0	0
Ighv5-15	0	0	0	0
Rpl26-ps3	0	0	0	0
LOC674080	0	0	0	0
LOC115489339	0	0	0	0
LOC108167396	0	0	0	0
LOC108167403	0	0	0	0
LOC108167397	0	0	0	0
LOC108167400	0	0	0	0
LOC108167395	0	0	0	0
LOC108167398	0	0	0	0
LOC108167402	0	0	0	0
Ighv5-9	0	0	0	0
Gm9517	0	0	0	0
LOC108167401	0	0	0	0
LOC108167399	0	0	0	0
Ighv5-2	0	0	0	0
Adam6a	452	421	310	382
Adam6b	292	330	236	306
Ighm	0	0	0	0
LOC632268	0	0	0	0
Ighg3	0	0	0	0
Ighe	0	0	0	0
Igha	0	0	0	0
LOC102641018	0	0	0	0
Gm25622	0	0	0	0
Tmem121	2	0	9	9
Serpina1b	0	1	0	2
Serpina1a	0	5	0	2
Zfp626	2177	2281	2097	2161
Gm29810	0	1	0	3
Gm10046	10	6	8	12
Zfp60	315	327	384	415
Gm43915	6	14	21	21
Mical3	1195	1228	1884	2219
LOC115489323	0	0	0	0
Bid	190	215	287	354
Bcl2l13	2266	2386	3102	2829
Gm38889	31	26	42	33
Gm19245	0	0	0	1
Atp6v1e1	1491	1640	2068	1848
Slc25a18	33	39	52	69
Cecr2	1450	1414	2630	3146
1700072O05Rik	10	9	9	9
Hdhd5	1001	1145	1636	1541
Tmem121b	2	2	2	2
Il17ra	204	214	346	488
Kdm5a	3753	4174	5775	6407
Gm24592	0	0	0	0
C530044C16Rik	0	4	0	0
Gm31455	28	23	21	26
Gm45922	0	0	0	0
Gm31631	0	0	0	0
Gm31579	21	23	34	27
Gm36084	7	0	0	3
Cxcl5	0	0	0	0
Ppbp	0	0	0	0
Pf4	0	0	0	0
Cxcl3	0	0	0	0
Cxcl15	0	0	0	0
Gm40093	0	0	0	1
Gm18331	0	0	0	0
Gm5541	0	0	0	0
Tdpoz2	0	0	0	0
Tdpoz1	0	0	0	0
Fgf2os	0	1	1	2
4932438A13Rik	42412	45269	29973	30831
BC016548	0	0	0	0
A930006I01Rik	0	0	0	0
Ehf	3	2	0	0
Gm13869	0	2	0	0
Apip	901	940	946	849
Pdhx	3349	3515	3545	3499
Ehbp1l1	5980	6301	8772	8261
Kcnk7	9	4	4	15
Map3k11	2587	2763	4118	3564
Pcnx3	4696	5159	6301	5970
Gm20815	0	0	2	3
Gm21308	0	0	0	0
Gm20858	1	0	1	0
Gm21679	16	22	40	46
Gm20824	1	2	2	7
Gm15078	0	0	0	0
Gm39539	0	0	0	0
Col4a6	7	15	11	13
Atg4a	21	27	44	60
Psmd10	145	122	127	181
Vsig1	165	180	219	249
Gm7091	0	0	0	0
Tex13b	520	545	1094	1318
Gm6088	5	11	5	15
Eif2c5	9	2	8	19
Rps6ka6	622	677	1041	1345
n-TRcct4	0	0	0	1
Gm10112	0	0	0	0
Cylc1	148	120	135	175
Gm8163	0	0	1	0
Hspa9-ps1	2	5	6	4
Gm715	19	19	63	70
LOC108168723	0	0	0	0
Gm7073	67	46	23	45
Gm8144	0	0	0	0
Mir505	4	2	7	4
Atp11c	967	952	1104	1469
LOC100504039	6	22	12	5
Rtl8b	7	7	10	5
Rtl8a	2	1	8	4
Gm14600	0	0	0	0
Gm14592	0	0	0	0
Rtl8c	2	2	1	2
4933416I08Rik	10	25	5	10
LOC115489422	0	0	0	0
Rhox11-ps2	21	14	15	17
Rhox11-ps1	0	0	0	0
Rhox9	1	0	2	1
Rhox7b	8	15	22	35
Rhox8	6	7	9	8
Rhox7a	20	19	43	28
Rhox6	1	1	5	5
Gm34522	0	0	0	0
Rhox5	14	6	14	17
1700040G22Rik	0	0	0	0
Gm14525	2	3	0	1
Gm5169	1	1	0	1
Gm2101	0	0	0	0
Gm42181	0	0	0	0
Gm7415	0	0	0	0
Ccnb3	245	282	398	468
Dgkk	16	11	26	33
1700122C19Rik	41	42	33	61
Hhex	94	89	175	165
Gm46649	0	0	2	1
Gm8663	11	15	21	33
Kif11	2532	2921	3016	3651
Rpl10-ps6	6	11	11	20
Ide	14082	15115	12541	13390
4931408D14Rik	4147	4341	4659	3875
Gm9056	0	0	0	0
Gm25268	0	0	0	0
Marchf5	1202	1297	1424	1416
Hmgb1-ps4	4	7	32	41
Gm32245	2	0	0	0
Slc22a12	9	7	7	3
Gm52381	6	3	4	5
Nrxn2	247	275	416	431
Gm14965	1	2	2	5
Rasgrp2	46	37	118	138
Pygm	57	54	59	67
Sf1	9178	9568	12722	12284
LOC115489080	6	13	35	21
Gm14966	173	207	202	177
Mir6989	0	0	0	0
Map4k2	318	371	710	887
Men1	1549	1517	2647	2256
Cdc42bpg	763	773	1416	1283
Gm52380	18	30	37	23
Ehd1	14967	15806	18935	17454
Gm14963	115	116	209	169
Mir192	0	0	1	0
Mir194-2	0	0	1	0
Atg2a	6236	6379	8500	7287
Ppp2r5b	110	128	232	273
Gpha2	6	5	19	13
Majin	558	631	945	847
Pold4	3	1	2	4
Gm45928	0	0	0	0
Clcf1	18	22	37	39
LOC102631992	93	90	189	171
Gm30082	69	73	111	91
Rad9a	470	475	640	565
Ppp1ca	844	911	1947	2382
Tbc1d10c	9	4	16	23
Gm17552	57	68	220	170
Carns1	59	60	78	72
Rps6kb2	124	126	229	154
Ptprcap	2	3	4	1
Coro1b	2965	3233	4253	3405
Gpr152	1	2	12	15
Cabp4	2	1	3	8
Tmem134	578	584	942	813
Aip	580	640	911	768
Pitpnm1	943	1048	1251	1016
Cdk2ap2	192	217	530	486
Cabp2	0	0	0	0
Rnu3b-ps1	1	1	1	0
Gm42060	0	0	0	0
Gstp3	0	0	0	0
Gstp2	4	10	14	23
Gstp1	35	36	56	40
Slc14a1	0	0	6	2
Siglec15	0	0	3	0
Epg5	823	802	1149	1061
Pstpip2	13	13	17	24
F830208F22Rik	0	0	0	0
Atp5a1	18053	18776	20332	18908
Gm52331	61	62	85	71
Haus1	3220	3626	4293	4171
5730552O08Rik	4	1	3	2
A330094K24Rik	0	0	0	0
4930465K10Rik	2335	2520	3700	2931
Gm26014	0	0	0	0
8030462N17Rik	953	1095	1420	1415
Gm7273	0	0	0	0
Gm31933	309	332	466	430
Gm31875	23	32	28	19
Gm41779	3	0	2	5
Gm35918	0	0	0	0
Gm18648	0	0	1	0
Gm22654	0	0	0	0
Pot1b	300	330	471	483
Vmn2r118	5	2	3	6
St6gal2	3	3	1	5
Gm4471	0	0	0	0
